2022-02-08 21:07:35.548288,0.926,0x0,242606375817558,Linux,armv7l,raspberrypi,127.0.1.1,"up 5 hours, 25 minutes",2022-02-08 15:42:11,64.27,42.9,4,0,1800.0,600.0,1800.0,20.25,39.5,23.5,8.282423296,124.358656,91.88813872475615,8.1,6.4,62.542163968,73137,2762222,724,19972
2022-02-08 21:08:35.667289,0.86,0x0,242606375817558,Linux,armv7l,raspberrypi,127.0.1.1,"up 5 hours, 26 minutes",2022-02-08 15:42:11,59.4,2.2,4,0,1000.0,600.0,1800.0,7.249999999999999,32.25,21.75,8.282423296,124.420096,92.18748454558582,7.8,6.4,62.542163968,74317,2772641,733,20042
2022-02-08 21:09:35.754472,0.86,0x0,242606375817558,Linux,armv7l,raspberrypi,127.0.1.1,"up 5 hours, 27 minutes",2022-02-08 15:42:11,57.939,2.1,4,0,700.0,600.0,1800.0,7.75,28.000000000000004,21.0,8.282423296,124.420096,92.18471511456542,7.8,6.4,62.542163968,74527,2775684,735,20082
2022-02-08 21:10:35.850093,0.86,0x0,242606375817558,Linux,armv7l,raspberrypi,127.0.1.1,"up 5 hours, 28 minutes",2022-02-08 15:42:11,57.939,2.0,4,0,1000.0,600.0,1800.0,3.75,23.25,19.75,8.282423296,124.428288,92.19950189804933,7.8,6.4,62.542163968,74581,2779166,736,20124
2022-02-08 21:11:35.996255,0.86,0x0,242606375817558,Linux,armv7l,raspberrypi,127.0.1.1,"up 5 hours, 29 minutes",2022-02-08 15:42:11,57.452,2.1,4,0,1000.0,600.0,1800.0,3.25,19.75,18.75,8.282423296,124.420096,92.19465539376364,7.8,6.4,62.542163968,74581,2783197,736,20166
2022-02-08 21:12:36.146820,0.86,0x0,242606375817558,Linux,armv7l,raspberrypi,127.0.1.1,"up 5 hours, 30 minutes",2022-02-08 15:42:11,56.478,2.0,4,0,1000.0,600.0,1800.0,2.25,16.0,17.5,8.282423296,124.420096,92.19366631125635,7.8,6.4,62.542163968,75509,2785804,742,20203
2022-02-08 21:13:36.259746,0.86,0x0,242606375817558,Linux,armv7l,raspberrypi,127.0.1.1,"up 5 hours, 31 minutes",2022-02-08 15:42:11,58.426,5.6,4,0,600.0,600.0,1800.0,2.0,13.5,16.5,8.282423296,128.208896,92.09812094105266,7.9,6.4,62.542163968,75509,2793472,742,20261
2022-02-08 21:14:36.423794,0.86,0x0,242606375817558,Linux,armv7l,raspberrypi,127.0.1.1,"up 5 hours, 32 minutes",2022-02-08 15:42:11,54.53,2.2,4,0,700.0,600.0,1800.0,2.5,11.5,15.5,8.282423296,128.208896,92.17556610137305,7.8,6.4,62.542163968,75563,2804306,743,20326
2022-02-08 21:15:36.529025,0.86,0x0,242606375817558,Linux,armv7l,raspberrypi,127.0.1.1,"up 5 hours, 33 minutes",2022-02-08 15:42:11,55.504,2.1,4,0,900.0,600.0,1800.0,1.7500000000000002,9.5,14.75,8.282423296,128.208896,92.17126359246636,7.8,6.4,62.542163968,75563,2807750,743,20367
2022-02-08 21:16:36.676515,0.86,0x0,242606375817558,Linux,armv7l,raspberrypi,127.0.1.1,"up 5 hours, 34 minutes",2022-02-08 15:42:11,54.53,2.2,4,0,900.0,600.0,1800.0,0.5,7.75,13.5,8.282423296,128.212992,92.1790773442739,7.8,6.4,62.542163968,75617,2811006,744,20412
