Time,Voltage,Throttled_Status,Ring_Oscillation,RPI_Model,GPIO_Pin,MAC_Address,Operating_System,Device_Machine,Computer_Name,IP_Address,Uptime,Boottime,CPU_Temp,CPU%,CPU_count,System_Calls,Current_CPU_Freq,Min_CPU_Freq,Max_CPU_Freq,System_Load_Avg_1Min,System_Load_Avg_5Min,System_Load_Avg_15Min,Process_Most_CPU,Physical_Memory,RAM_Usage,Memory%_Availabe,Memory%_Used,Process_Most_Memory,Disk_Usage,Disk_Space,Number_bytes_sent,Number_bytes_received,Number_packets_sent,Number_packets_received
2022-02-26 00:39:03.540682,0.926,0x0,2.587,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 16 minutes",2022-02-22 20:22:14,53.556,36.1,4,0,1800.0,600.0,1800.0,6.25,1.25,0.5,"{'chromium-browse': 14.3, 'mutter': 0.8, 'Xorg': 0.7, 'pulseaudio': 0.3}",8.192524288,1169.563648,66.8042745264303,33.2,"{'chromium-browser': 23.152918213234354, 'python3': 6.1445067515679, 'Xorg': 2.0417193299628824, 'pcmanfm': 1.6547440963778317}",11.3,62.52857344,96934285,2479554826,366843,2090753
2022-02-26 00:40:03.920430,0.86,0x0,2.226,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 17 minutes",2022-02-22 20:22:14,52.095,1.4,4,0,700.0,600.0,1800.0,5.0,1.7500000000000002,0.5,"{'chromium-browse': 14.0, 'mutter': 0.8, 'python': 0.8, 'Xorg': 0.7, 'pulseaudio': 0.3}",8.192524288,1169.645568,66.93386623256112,33.1,"{'chromium-browser': 23.143568811596058, 'python3': 6.1445067515679, 'Xorg': 2.0259203410981694, 'pcmanfm': 1.6547440963778317}",11.3,62.52857344,96936590,2479567001,366870,2090841
2022-02-26 00:41:04.421047,0.926,0x0,2.584,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 18 minutes",2022-02-22 20:22:14,55.017,2.9,4,0,1800.0,600.0,1800.0,9.0,3.0,1.0,"{'chromium-browse': 14.0, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.6, 'pulseaudio': 0.3}",8.192524288,1171.664896,66.4093997984129,33.6,"{'chromium-browser': 23.11772046589018, 'python3': 6.1445067515679, 'Xorg': 2.0901162325611162, 'pcmanfm': 1.6547440963778317}",11.3,62.52857344,96940699,2479584315,366904,2090939
2022-02-26 00:42:04.798924,0.926,0x0,2.584,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 19 minutes",2022-02-22 20:22:14,55.504,7.5,4,0,1800.0,600.0,1800.0,11.75,4.5,1.5,"{'chromium-browse': 14.0, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.5, 'pulseaudio': 0.3}",8.192524288,1173.05344,73.43859992960451,26.6,"{'chromium-browser': 24.865308620248303, 'Xorg': 2.067867656469986, 'pcmanfm': 1.654894086778446}",11.3,62.52857344,97324694,2479645572,367323,2091276
2022-02-26 00:43:05.345745,0.86,0x0,2.231,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 20 minutes",2022-02-22 20:22:14,51.608,4.7,4,0,600.0,600.0,1800.0,6.75,4.75,1.7500000000000002,"{'chromium-browse': 14.0, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.5, 'pulseaudio': 0.3}",8.192524288,1171.689472,74.05961018494817,25.9,"{'chromium-browser': 23.50689555868424, 'Xorg': 2.032069947523359, 'pcmanfm': 1.654894086778446, 'mutter': 1.3434640183028286}",11.3,62.52857344,97332637,2479677052,367371,2091432
2022-02-26 00:44:05.891182,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 21 minutes",2022-02-22 20:22:14,51.608,3.0,4,0,700.0,600.0,1800.0,2.5,3.75,1.7500000000000002,"{'chromium-browse': 14.0, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.5, 'pulseaudio': 0.3}",8.192524288,1171.685376,74.59917565275822,25.4,"{'chromium-browser': 23.043425220785867, 'Xorg': 2.015121032253936, 'pcmanfm': 1.654894086778446, 'mutter': 1.3434640183028286}",11.3,62.52857344,97334308,2479683353,367390,2091495
2022-02-26 00:45:06.235052,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,172.16.80.101,"up 3 days, 4 hours, 22 minutes",2022-02-22 20:22:14,50.147,0.7,4,0,1000.0,600.0,1800.0,0.75,3.0,1.5,"{'chromium-browse': 14.0, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.5, 'pulseaudio': 0.3}",8.192524288,1171.685376,74.6147246576219,25.4,"{'chromium-browser': 23.027876215922177, 'Xorg': 2.017420885063356, 'pcmanfm': 1.654894086778446, 'mutter': 1.3434640183028286}",11.3,62.52857344,97336940,2479689426,367410,2091553
2022-02-26 00:46:06.599874,0.86,0x0,2.231,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 23 minutes",2022-02-22 20:22:14,50.634,0.5,4,0,800.0,600.0,1800.0,0.25,2.5,1.25,"{'chromium-browse': 14.0, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.5, 'pulseaudio': 0.3}",8.192524288,1171.685376,74.70211906437989,25.3,"{'chromium-browser': 22.94358161077691, 'Xorg': 2.0196707410725714, 'pcmanfm': 1.654894086778446, 'mutter': 1.3434640183028286}",11.3,62.52857344,97338820,2479712592,367432,2091676
2022-02-26 00:47:07.069098,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 24 minutes",2022-02-22 20:22:14,51.121,0.4,4,0,1000.0,600.0,1800.0,0.0,2.0,1.25,"{'chromium-browse': 13.9, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.685376,74.70881863560732,25.3,"{'chromium-browser': 22.946681412389605, 'Xorg': 2.0219705938819916, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435140151030334}",11.3,62.52857344,97341584,2479748752,367454,2091839
2022-02-26 00:48:07.433738,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,127.0.0.1,"up 3 days, 4 hours, 25 minutes",2022-02-22 20:22:14,51.121,0.4,4,0,900.0,600.0,1800.0,0.0,1.5,1.0,"{'chromium-browse': 13.8, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.693568,74.70066915717393,25.3,"{'chromium-browser': 22.94733137079227, 'Xorg': 2.024170453091002, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435140151030334}",11.3,62.52857344,97342835,2479757983,367469,2091910
2022-02-26 00:49:07.880003,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 26 minutes",2022-02-22 20:22:14,49.173,0.4,4,0,900.0,600.0,1800.0,0.0,1.25,1.0,"{'chromium-browse': 13.8, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.697664,75.02959810572123,25.0,"{'chromium-browser': 22.61810244144375, 'Xorg': 2.0200707154742097, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435140151030334}",11.3,62.52857344,97346341,2479773104,367498,2091993
2022-02-26 00:50:08.369370,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 27 minutes",2022-02-22 20:22:14,48.686,0.4,4,0,700.0,600.0,1800.0,0.0,0.75,0.75,"{'chromium-browse': 13.8, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.693568,75.02384847369768,25.0,"{'chromium-browser': 22.61810244144375, 'Xorg': 2.022320571483425, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435140151030334}",11.3,62.52857344,97347468,2479777361,367511,2092043
2022-02-26 00:51:08.693168,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 28 minutes",2022-02-22 20:22:14,49.173,0.4,4,0,600.0,600.0,1800.0,0.0,0.75,0.75,"{'chromium-browse': 13.8, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.689472,75.02494840330219,25.0,"{'chromium-browser': 22.61810244144375, 'Xorg': 2.0246204242928454, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435140151030334}",11.3,62.52857344,97350034,2479798984,367530,2092153
2022-02-26 00:52:09.034910,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 29 minutes",2022-02-22 20:22:14,49.66,0.4,4,0,700.0,600.0,1800.0,0.0,0.5,0.5,"{'chromium-browse': 13.8, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.693568,75.02844817931653,25.0,"{'chromium-browser': 22.61810244144375, 'Xorg': 2.026820283501856, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435140151030334}",11.3,62.52857344,97352116,2479834462,367554,2092306
2022-02-26 00:53:09.514756,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 30 minutes",2022-02-22 20:22:14,50.147,0.4,4,0,800.0,600.0,1800.0,0.0,0.25,0.25,"{'chromium-browse': 13.8, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.689472,75.0176988672725,25.0,"{'chromium-browser': 22.61810244144375, 'Xorg': 2.029120136311276, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435640119032382}",11.3,62.52857344,97354640,2479856095,367572,2092413
2022-02-26 00:54:09.907148,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,127.0.0.1,"up 3 days, 4 hours, 31 minutes",2022-02-22 20:22:14,49.66,0.4,4,0,600.0,600.0,1800.0,0.0,0.25,0.25,"{'chromium-browse': 13.8, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.693568,75.01069931524383,25.0,"{'chromium-browser': 22.61810244144375, 'Xorg': 2.0254703698963263, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435640119032382}",11.3,62.52857344,97356101,2479883926,367589,2092554
2022-02-26 00:55:10.239047,0.86,0x0,2.226,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 32 minutes",2022-02-22 20:22:14,48.199,0.3,4,0,800.0,600.0,1800.0,0.0,0.0,0.0,"{'chromium-browse': 13.8, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.697664,75.02069867528478,25.0,"{'chromium-browser': 22.61810244144375, 'Xorg': 2.0277202259055422, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435640119032382}",11.3,62.52857344,97359397,2479897734,367616,2092622
2022-02-26 00:56:10.713230,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 33 minutes",2022-02-22 20:22:14,48.686,0.4,4,0,600.0,600.0,1800.0,0.0,0.0,0.0,"{'chromium-browse': 13.8, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.689472,75.02459842570076,25.0,"{'chromium-browser': 22.61810244144375, 'Xorg': 2.0299700819147573, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435640119032382}",11.3,62.52857344,97360726,2479917215,367631,2092737
2022-02-26 00:57:11.047623,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 34 minutes",2022-02-22 20:22:14,48.199,0.3,4,0,600.0,600.0,1800.0,0.0,0.0,0.0,"{'chromium-browse': 13.8, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.697664,75.03404782093946,25.0,"{'chromium-browser': 22.61810244144375, 'Xorg': 2.0194207570715474, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435640119032382}",11.3,62.52857344,97363502,2479950467,367652,2092878
2022-02-26 00:58:11.379324,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 35 minutes",2022-02-22 20:22:14,48.199,0.4,4,0,700.0,600.0,1800.0,0.0,0.0,0.0,"{'chromium-browse': 13.700000000000001, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.693568,75.03069803532574,25.0,"{'chromium-browser': 22.61810244144375, 'Xorg': 2.015321019454755, 'pcmanfm': 1.654894086778446, 'mutter': 1.3435640119032382}",11.3,62.52857344,97365151,2479964596,367671,2092954
2022-02-26 00:59:11.889298,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 36 minutes",2022-02-22 20:22:14,48.686,0.4,4,0,600.0,600.0,1800.0,0.0,0.0,0.0,"{'chromium-browse': 13.700000000000001, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.689472,75.03794757135543,25.0,"{'chromium-browser': 22.611452867016514, 'Xorg': 2.017620872264175, 'pcmanfm': 1.654894086778446, 'mutter': 1.343614008703443}",11.3,62.52857344,97367807,2479982019,367691,2093061
2022-02-26 01:00:12.221085,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,172.16.80.101,"up 3 days, 4 hours, 37 minutes",2022-02-22 20:22:14,47.225,0.4,4,0,800.0,600.0,1800.0,0.0,0.0,0.0,"{'chromium-browse': 13.700000000000001, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.697664,75.02774822411365,25.0,"{'chromium-browser': 22.611452867016514, 'Xorg': 2.0198207314731857, 'pcmanfm': 1.654894086778446, 'mutter': 1.343614008703443}",11.3,62.52857344,97368891,2480002947,367704,2093157
2022-02-26 01:01:12.589437,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 38 minutes",2022-02-22 20:22:14,48.199,0.4,4,0,800.0,600.0,1800.0,0.0,0.0,0.0,"{'chromium-browse': 13.700000000000001, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.689472,75.025148390503,25.0,"{'chromium-browser': 22.611452867016514, 'Xorg': 2.022120584282606, 'pcmanfm': 1.654894086778446, 'mutter': 1.343614008703443}",11.3,62.52857344,97372187,2480043882,367731,2093310
2022-02-26 01:02:13.012008,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 39 minutes",2022-02-22 20:22:14,48.686,0.4,4,0,600.0,600.0,1800.0,0.0,0.0,0.0,"{'chromium-browse': 13.700000000000001, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.70176,75.02499840010239,25.0,"{'chromium-browser': 22.611452867016514, 'Xorg': 2.0243704402918214, 'pcmanfm': 1.654894086778446, 'mutter': 1.343614008703443}",11.3,62.52857344,97373104,2480070056,367742,2093424
2022-02-26 01:03:13.343148,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 41 minutes",2022-02-22 20:22:14,48.199,0.4,4,0,600.0,600.0,1800.0,0.0,0.0,0.0,"{'chromium-browse': 13.700000000000001, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.693568,75.02869816331754,25.0,"{'chromium-browser': 22.611452867016514, 'Xorg': 2.020270702675029, 'pcmanfm': 1.654894086778446, 'mutter': 1.343614008703443}",11.3,62.52857344,97376675,2480116665,367772,2093625
2022-02-26 01:04:18.820487,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 3 days, 4 hours, 42 minutes",2022-02-22 20:22:14,48.686,0.4,4,0,600.0,600.0,1800.0,0.0,0.0,0.0,"{'chromium-browse': 13.700000000000001, 'mutter': 0.8, 'Xorg': 0.7, 'python': 0.4, 'pulseaudio': 0.3}",8.192524288,1171.697664,75.02959810572123,25.0,"{'chromium-browser': 22.611452867016514, 'Xorg': 2.0225205586842443, 'pcmanfm': 1.654894086778446, 'mutter': 1.343614008703443}",11.3,62.52857344,97377627,2480156474,367783,2093785
