Time,Voltage,Throttled_Status,Ring_Oscillation,RPI_Model,GPIO_Pin,MAC_Address,Operating_System,Device_Machine,Computer_Name,IP_Address,Uptime,Boottime,CPU_Temp,CPU%,CPU_count,System_Calls,Current_CPU_Freq,Min_CPU_Freq,Max_CPU_Freq,System_Load_Avg_1Min,System_Load_Avg_5Min,System_Load_Avg_15Min,Process_Most_CPU,Physical_Memory,RAM_Usage,Memory%_Availabe,Memory%_Used,Process_Most_Memory,Disk_Usage,Disk_Space,Number_bytes_sent,Number_bytes_received,Number_packets_sent,Number_packets_received
2022-02-25 10:28:59.504930,0.926,0x0,2.585,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,172.16.80.101,"up 2 days, 14 hours, 6 minutes",2022-02-22 20:22:14,53.069,52.2,4,0,1800.0,600.0,1800.0,12.75,3.25,0.75,"{'chromium-browse': 44.8, 'jupyter-noteboo': 42.5, 'Xorg': 0.6, 'mutter': 0.6, 'pulseaudio': 0.2}",8.192524288,1120.100352,75.54751495904262,24.5,"{'chromium-browser': 21.1438967906054, 'Xorg': 2.1022654550108792, 'pcmanfm': 1.6543441219761936}",11.0,62.52857344,54122377,1769837667,255199,1508549
2022-02-25 10:29:59.848579,0.926,0x0,2.584,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 2 days, 14 hours, 7 minutes",2022-02-22 20:22:14,55.991,42.6,4,0,1800.0,600.0,1800.0,44.25,14.499999999999998,4.75,"{'chromium-browse': 61.599999999999994, 'python3': 13.1, 'jupyter-noteboo': 7.1}",8.192524288,1119.879168,76.64144494752335,23.4,"{'chromium-browser': 20.68257631511583, 'Xorg': 2.0225205586842443, 'pcmanfm': 1.6543441219761936}",11.0,62.52857344,54484277,1778139899,256930,1514903
2022-02-25 10:31:00.252467,0.86,0x0,2.226,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 2 days, 14 hours, 8 minutes",2022-02-22 20:22:14,53.069,14.9,4,0,600.0,600.0,1800.0,25.0,15.0,5.5,"{'chromium-browse': 30.199999999999996, 'python3': 4.5, 'jupyter-noteboo': 3.7, 'Xorg': 0.6}",8.192524288,1119.90784,77.5202387047229,22.5,"{'chromium-browser': 19.90182628311788, 'Xorg': 2.0254203730961216, 'pcmanfm': 1.6543441219761936}",11.0,62.52857344,54589220,1781462847,257610,1517442
2022-02-25 10:32:00.606186,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 2 days, 14 hours, 9 minutes",2022-02-22 20:22:14,51.121,9.7,4,0,700.0,600.0,1800.0,10.0,12.5,5.25,"{'chromium-browse': 22.7, 'python3': 2.7, 'jupyter-noteboo': 2.5, 'Xorg': 0.6}",8.192524288,1119.920128,77.40394614744656,22.6,"{'chromium-browser': 20.011319275566365, 'Xorg': 2.0229205330858826, 'pcmanfm': 1.6543441219761936}",11.0,62.52857344,54613376,1781499869,257725,1517604
2022-02-25 10:33:00.926386,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 2 days, 14 hours, 10 minutes",2022-02-22 20:22:14,51.121,0.9,4,0,1000.0,600.0,1800.0,3.5000000000000004,10.25,5.0,"{'chromium-browse': 19.200000000000003, 'jupyter-noteboo': 1.9, 'python3': 1.9, 'Xorg': 0.6}",8.192524288,1122.185216,77.49649022462562,22.5,"{'chromium-browser': 19.98212114424677, 'Xorg': 2.025970337898374, 'pcmanfm': 1.6543441219761936}",11.0,62.52857344,54619477,1781513685,257786,1517702
2022-02-25 10:34:01.365175,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 2 days, 14 hours, 11 minutes",2022-02-22 20:22:14,50.147,0.7,4,0,900.0,600.0,1800.0,1.25,8.25,4.5,"{'chromium-browse': 17.2, 'jupyter-noteboo': 1.5, 'python3': 1.5, 'Xorg': 0.6}",8.192524288,1122.185216,77.46169245168309,22.5,"{'chromium-browser': 19.996020254703698, 'Xorg': 2.0293701203123002, 'pcmanfm': 1.6543441219761936}",11.0,62.52857344,54624874,1781538056,257858,1517855
2022-02-25 10:35:01.833417,0.86,0x0,2.228,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 2 days, 14 hours, 12 minutes",2022-02-22 20:22:14,49.66,0.8,4,0,900.0,600.0,1800.0,0.5,6.75,4.25,"{'chromium-browse': 15.700000000000001, 'jupyter-noteboo': 1.3, 'python3': 1.2, 'Xorg': 0.6}",8.192524288,1122.197504,77.45389295085114,22.5,"{'chromium-browser': 20.01321915397414, 'Xorg': 2.0264203091002178, 'pcmanfm': 1.6543441219761936}",11.0,62.52857344,54631148,1781551759,257923,1517970
2022-02-25 10:36:02.218638,0.86,0x0,2.229,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 2 days, 14 hours, 13 minutes",2022-02-22 20:22:14,49.173,0.7,4,0,900.0,600.0,1800.0,0.0,5.5,4.0,"{'chromium-browse': 14.000000000000004, 'jupyter-noteboo': 1.1, 'python3': 1.0, 'Xorg': 0.6, 'mutter': 0.6}",8.192524288,1122.189312,77.44839330282862,22.6,"{'chromium-browser': 20.018368824395235, 'Xorg': 2.0170209106617176, 'pcmanfm': 1.6543441219761936}",11.0,62.52857344,54635783,1781563625,257979,1518067
2022-02-25 10:37:02.701665,0.926,0x0,2.584,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,192.168.11.12,"up 2 days, 14 hours, 14 minutes",2022-02-22 20:22:14,55.991,17.1,4,0,1800.0,600.0,1800.0,7.000000000000001,6.25,4.25,"{'chromium-browse': 13.600000000000001, 'jupyter-noteboo': 1.0, 'python3': 0.9, 'Xorg': 0.6, 'mutter': 0.6}",8.192524288,1123.442688,77.81671972993729,22.2,"{'chromium-browser': 19.58639647062588, 'Xorg': 2.026170325099194, 'pcmanfm': 1.6546441027774224}",11.0,62.52857344,54662709,1781844049,258138,1518390
2022-02-25 10:38:03.021111,0.926,0x0,2.582,4 Model B 8Gb,11000000000000000000000000,dc:a6:32:d9:d1:56,Linux,aarch64,raspberrypi,127.0.0.1,"up 2 days, 14 hours, 15 minutes",2022-02-22 20:22:14,57.939,16.1,4,0,1800.0,600.0,1800.0,15.75,8.25,5.0,"{'chromium-browse': 14.9, 'python3': 1.1, 'jupyter-noteboo': 0.9, 'Xorg': 0.6, 'mutter': 0.6}",8.192524288,1123.930112,76.81273398502496,23.2,"{'chromium-browser': 20.27555236464866, 'Xorg': 2.0286701651094328, 'pcmanfm': 1.6546441027774224}",11.0,62.52857344,54777484,1782228603,258356,1518782
